PrincipleKey,MilestoneDate,MilestoneKey,MilestoneStatus,MilestoneRAG,Weight,PrincipleName
3,2016-12-03,1403,Completed,Amber,2.7,Accuracy and integrity
3,2016-11-21,1404,Completed,Red,0.9,Accuracy and integrity
6,2016-11-28,1405,Overdue,Red,0.9,Adaptability
3,2016-11-28,1406,Completed,Green,5,Accuracy and integrity
7,2016-12-18,1407,Completed,Green,0.3,Accuracy
8,2016-11-13,1408,Completed,Amber,0.9,Comprehensiveness
5,2016-12-01,1409,Completed,Red,2.7,Timeliness
7,2017-01-03,1410,Completed,Red,5,Accuracy
5,2017-01-07,1411,Completed,Green,2.7,Timeliness
5,2016-11-22,1412,Overdue,Amber,5,Timeliness
6,2016-12-27,1413,Completed,Green,0.3,Adaptability
2,2017-01-14,1414,Completed,Amber,0.5,Data architecture and IT infrastructure
5,2016-11-15,1415,Completed,Red,0.5,Timeliness
9,2016-11-23,1416,Completed,Red,2.7,Clarity and usefulness
2,2016-12-30,1417,Completed,Green,2.7,Data architecture and IT infrastructure
8,2016-10-25,1418,Completed,Red,0.1,Comprehensiveness
5,2016-11-23,1419,Completed,Green,0.9,Timeliness
8,2016-11-21,1420,Overdue,Amber,0.5,Comprehensiveness
7,2016-11-07,1421,Completed,Amber,0.5,Accuracy
9,2016-11-14,1422,Completed,Red,2.7,Clarity and usefulness
8,2016-11-30,1423,Completed,Green,0.9,Comprehensiveness
5,2016-11-19,1424,Completed,Green,2.7,Timeliness
5,2016-12-09,1425,Completed,Red,0.9,Timeliness
6,2016-12-03,1426,Completed,Green,0.1,Adaptability
8,2016-12-09,1427,Completed,Amber,0.9,Comprehensiveness
7,2016-12-02,1428,Completed,Red,2.7,Accuracy
7,2016-11-05,1429,Completed,Red,2.7,Accuracy
4,2016-12-15,1430,Completed,Red,2.7,Completeness
4,2016-11-28,1431,Completed,Red,5,Completeness
1,2017-01-31,1432,Overdue,Amber,2.7,Governance
4,2017-01-09,1433,Completed,Green,5,Completeness
2,2016-12-19,1434,Completed,Amber,0.3,Data architecture and IT infrastructure
5,2016-12-05,1435,Completed,Red,0.3,Timeliness
8,2016-12-23,1436,Completed,Amber,5,Comprehensiveness
5,2016-12-25,1437,Overdue,Green,2.7,Timeliness
5,2016-12-05,1438,Completed,Red,0.1,Timeliness
5,2016-12-21,1439,Completed,Amber,0.1,Timeliness
1,2016-11-09,1440,Completed,Red,0.3,Governance
9,2016-12-31,1441,Overdue,Green,0.3,Clarity and usefulness
6,2016-12-14,1442,Completed,Amber,2.7,Adaptability
6,2016-12-03,1443,Completed,Green,0.3,Adaptability
9,2016-12-17,1444,Completed,Amber,0.9,Clarity and usefulness
1,2016-12-28,1445,Completed,Green,0.5,Governance
8,2016-11-29,1446,Completed,Green,0.9,Comprehensiveness
5,2016-12-09,1447,Completed,Red,0.3,Timeliness
4,2016-11-12,1448,Completed,Red,0.1,Completeness
1,2016-12-26,1449,Completed,Amber,0.9,Governance
8,2016-11-18,1450,Completed,Amber,0.3,Comprehensiveness
8,2016-11-19,1451,Completed,Green,0.1,Comprehensiveness
5,2016-10-26,1452,Completed,Amber,2.7,Timeliness
7,2016-11-15,1453,Completed,Red,0.9,Accuracy
5,2016-11-07,1454,Completed,Red,0.9,Timeliness
9,2017-01-06,1455,Completed,Red,0.5,Clarity and usefulness
1,2016-12-04,1456,Completed,Amber,5,Governance
2,2016-12-13,1457,Completed,Green,0.9,Data architecture and IT infrastructure
2,2017-01-06,1458,Completed,Green,2.7,Data architecture and IT infrastructure
5,2016-12-05,1459,Completed,Green,0.9,Timeliness
8,2016-11-30,1460,Completed,Amber,5,Comprehensiveness
6,2016-12-27,1461,Completed,Red,0.3,Adaptability
7,2016-12-02,1462,Overdue,Green,2.7,Accuracy
4,2016-12-16,1463,Completed,Red,0.9,Completeness
8,2017-01-02,1464,Completed,Red,0.1,Comprehensiveness
5,2016-11-12,1465,Completed,Red,0.9,Timeliness
4,2016-12-05,1466,Completed,Amber,2.7,Completeness
5,2016-11-10,1467,Completed,Green,5,Timeliness
9,2016-12-05,1468,Completed,Green,0.9,Clarity and usefulness
5,2016-10-30,1469,Completed,Red,2.7,Timeliness
9,2016-11-26,1470,Completed,Red,5,Clarity and usefulness
5,2016-11-20,1471,Overdue,Green,0.5,Timeliness
5,2016-12-09,1472,Completed,Red,0.1,Timeliness
7,2016-11-27,1473,Completed,Red,0.5,Accuracy
8,2016-12-04,1474,Completed,Green,5,Comprehensiveness
6,2016-11-02,1475,Completed,Amber,0.3,Adaptability
3,2016-11-04,1476,Completed,Red,0.1,Accuracy and integrity
6,2017-01-09,1477,Overdue,Amber,5,Adaptability
8,2016-12-17,1478,Completed,Amber,5,Comprehensiveness
8,2016-12-10,1479,Completed,Green,0.3,Comprehensiveness
5,2016-11-25,1480,Overdue,Amber,0.1,Timeliness
5,2017-01-03,1481,Completed,Red,2.7,Timeliness
8,2016-12-22,1482,Completed,Red,0.1,Comprehensiveness
7,2016-11-02,1483,Completed,Amber,5,Accuracy
7,2016-11-04,1484,Completed,Green,0.1,Accuracy
3,2016-12-02,1485,Completed,Red,0.5,Accuracy and integrity
5,2016-12-01,1486,Completed,Red,0.9,Timeliness
8,2016-12-11,1487,Overdue,Green,2.7,Comprehensiveness
7,2017-01-02,1488,Completed,Amber,5,Accuracy
10,2017-01-16,1489,Completed,Amber,0.3,Frequency
7,2016-12-09,1490,Completed,Red,5,Accuracy
5,2016-11-17,1491,Completed,Amber,0.5,Timeliness
5,2016-12-07,1492,Completed,Amber,0.3,Timeliness
5,2017-01-01,1493,Completed,Red,0.9,Timeliness
7,2016-10-30,1494,Completed,Red,0.9,Accuracy
10,2016-10-17,1495,Completed,Red,0.1,Frequency
9,2016-11-07,1496,Completed,Amber,0.3,Clarity and usefulness
6,2016-12-19,1497,Completed,Green,2.7,Adaptability
2,2016-12-07,1498,Completed,Green,0.3,Data architecture and IT infrastructure
7,2016-11-07,1499,Completed,Red,0.1,Accuracy
9,2016-12-24,1500,Completed,Red,5,Clarity and usefulness
7,2018-01-10,1501,Active,Amber,2.7,Accuracy
9,2017-12-17,1502,Active,Red,0.5,Clarity and usefulness
2,2017-11-22,1503,Active,Red,2.7,Data architecture and IT infrastructure
10,2017-11-28,1504,Active,Amber,2.7,Frequency
7,2018-01-22,1505,Active,Amber,2.7,Accuracy
2,2017-11-19,1506,Active,Green,5,Data architecture and IT infrastructure
2,2017-10-27,1507,Active,Red,0.9,Data architecture and IT infrastructure
9,2018-01-04,1508,Active,Green,5,Clarity and usefulness
9,2017-12-16,1509,Active,Red,0.5,Clarity and usefulness
9,2017-11-23,1510,Active,Amber,5,Clarity and usefulness
5,2017-11-27,1511,Active,Green,5,Timeliness
5,2017-09-23,1512,Active,Red,2.7,Timeliness
10,2017-12-06,1513,Active,Green,0.3,Frequency
5,2017-11-28,1514,Active,Red,0.5,Timeliness
2,2017-11-09,1515,Active,Amber,2.7,Data architecture and IT infrastructure
2,2017-09-23,1516,Active,Green,0.1,Data architecture and IT infrastructure
9,2017-11-11,1517,Active,Green,2.7,Clarity and usefulness
11,2018-01-01,1518,Active,Amber,0.3,Distribution
9,2017-12-19,1519,Active,Red,5,Clarity and usefulness
2,2017-11-09,1520,Completed,Green,2.7,Data architecture and IT infrastructure
7,2018-01-01,1521,Active,Red,0.1,Accuracy
1,2017-11-14,1522,Active,Red,0.5,Governance
2,2017-12-01,1523,Active,Green,0.1,Data architecture and IT infrastructure
7,2017-11-13,1524,Active,Green,5,Accuracy
7,2017-09-20,1525,Active,Red,2.7,Accuracy
9,2017-11-28,1526,Active,Red,5,Clarity and usefulness
2,2017-09-19,1527,Active,Red,0.3,Data architecture and IT infrastructure
2,2018-01-18,1528,Active,Red,0.3,Data architecture and IT infrastructure
4,2017-11-26,1529,Active,Green,0.9,Completeness
7,2018-01-08,1530,Active,Amber,2.7,Accuracy
4,2017-10-26,1531,Active,Amber,0.1,Completeness
2,2017-12-24,1532,Active,Green,5,Data architecture and IT infrastructure
7,2017-11-18,1533,Active,Green,0.1,Accuracy
5,2017-09-19,1534,Active,Amber,0.9,Timeliness
1,2017-11-08,1535,Active,Amber,5,Governance
9,2017-11-14,1536,Active,Green,2.7,Clarity and usefulness
1,2017-10-21,1537,Active,Amber,2.7,Governance
2,2017-11-04,1538,Active,Red,5,Data architecture and IT infrastructure
2,2017-12-26,1539,Active,Red,5,Data architecture and IT infrastructure
1,2017-11-18,1540,Active,Red,0.1,Governance
9,2017-12-09,1541,Active,Red,0.3,Clarity and usefulness
2,2017-11-29,1542,Active,Red,0.9,Data architecture and IT infrastructure
4,2017-12-16,1543,Active,Amber,0.5,Completeness
7,2017-11-23,1544,Active,Amber,2.7,Accuracy
5,2017-12-06,1545,Active,Green,2.7,Timeliness
9,2017-11-14,1546,Active,Amber,0.3,Clarity and usefulness
2,2017-12-05,1547,Active,Red,0.1,Data architecture and IT infrastructure
3,2017-12-19,1548,Active,Green,0.9,Accuracy and integrity
9,2017-11-18,1549,Active,Green,0.9,Clarity and usefulness
9,2017-11-20,1550,Active,Red,0.9,Clarity and usefulness
8,2017-12-26,1551,Active,Green,0.5,Comprehensiveness
7,2017-09-20,1552,Active,Amber,5,Accuracy
1,2018-01-27,1553,Active,Amber,0.9,Governance
9,2017-11-03,1554,Active,Amber,0.9,Clarity and usefulness
2,2017-12-08,1555,Active,Red,0.9,Data architecture and IT infrastructure
5,2017-11-10,1556,Active,Green,0.1,Timeliness
7,2017-12-17,1557,Active,Red,0.9,Accuracy
7,2017-12-09,1558,Active,Red,0.3,Accuracy
7,2018-01-06,1559,Active,Green,0.5,Accuracy
2,2017-10-30,1560,Active,Green,0.1,Data architecture and IT infrastructure
1,2018-01-14,1561,Active,Amber,0.3,Governance
5,2017-11-13,1562,Active,Red,0.5,Timeliness
7,2018-01-17,1563,Active,Red,2.7,Accuracy
6,2017-11-12,1564,Active,Green,5,Adaptability
5,2017-11-04,1565,Completed,Green,0.9,Timeliness
3,2017-11-30,1566,Active,Amber,2.7,Accuracy and integrity
9,2017-12-29,1567,Active,Red,0.9,Clarity and usefulness
3,2018-01-28,1568,Active,Amber,0.1,Accuracy and integrity
8,2017-12-30,1569,Active,Amber,0.1,Comprehensiveness
7,2017-12-26,1570,Active,Red,0.3,Accuracy
5,2017-11-08,1571,Active,Green,0.3,Timeliness
9,2017-12-28,1572,Active,Green,2.7,Clarity and usefulness
2,2017-12-10,1573,Completed,Amber,0.9,Data architecture and IT infrastructure
2,2017-11-15,1574,Active,Green,0.3,Data architecture and IT infrastructure
4,2017-10-10,1575,Completed,Amber,2.7,Completeness
3,2017-12-03,1576,Active,Amber,0.5,Accuracy and integrity
2,2017-11-13,1577,Active,Green,0.5,Data architecture and IT infrastructure
7,2017-09-21,1578,Active,Red,0.9,Accuracy
2,2017-09-18,1579,Completed,Green,2.7,Data architecture and IT infrastructure
9,2017-11-13,1580,Active,Green,5,Clarity and usefulness
7,2018-01-13,1581,Active,Amber,2.7,Accuracy
5,2017-12-19,1582,Active,Amber,0.5,Timeliness
4,2017-11-24,1583,Active,Red,0.3,Completeness
7,2017-12-11,1584,Active,Red,0.5,Accuracy
8,2017-12-14,1585,Active,Green,0.3,Comprehensiveness
2,2018-01-11,1586,Active,Red,5,Data architecture and IT infrastructure
7,2017-12-10,1587,Active,Green,5,Accuracy
2,2017-12-01,1588,Active,Red,0.1,Data architecture and IT infrastructure
7,2018-01-19,1589,Active,Green,0.5,Accuracy
9,2018-01-30,1590,Active,Green,5,Clarity and usefulness
4,2017-11-09,1591,Active,Green,0.1,Completeness
2,2017-10-29,1592,Active,Amber,2.7,Data architecture and IT infrastructure
9,2017-10-28,1593,Active,Green,5,Clarity and usefulness
5,2017-11-29,1594,Active,Amber,0.3,Timeliness
8,2017-12-04,1595,Active,Green,5,Comprehensiveness
7,2017-12-30,1596,Active,Green,2.7,Accuracy
2,2017-12-15,1597,Active,Red,0.9,Data architecture and IT infrastructure
2,2017-10-17,1598,Active,Amber,0.3,Data architecture and IT infrastructure
4,2017-12-27,1599,Active,Green,2.7,Completeness
9,2017-11-21,1600,Active,Amber,0.5,Clarity and usefulness
2,2018-01-28,1601,Active,Red,0.3,Data architecture and IT infrastructure
7,2017-11-25,1602,Active,Red,5,Accuracy
5,2017-12-03,1603,Active,Red,0.9,Timeliness
8,2017-11-14,1604,Completed,Green,0.5,Comprehensiveness
9,2017-11-28,1605,Active,Green,0.1,Clarity and usefulness
3,2017-11-29,1606,Active,Green,2.7,Accuracy and integrity
2,2017-11-26,1607,Active,Green,0.5,Data architecture and IT infrastructure
2,2017-09-24,1608,Active,Red,5,Data architecture and IT infrastructure
7,2017-12-14,1609,Active,Amber,0.5,Accuracy
1,2017-11-12,1610,Active,Amber,2.7,Governance
3,2017-11-26,1611,Completed,Red,5,Accuracy and integrity
3,2017-12-22,1612,Active,Amber,0.9,Accuracy and integrity
9,2017-12-18,1613,Active,Amber,0.3,Clarity and usefulness
9,2018-01-31,1614,Active,Red,0.3,Clarity and usefulness
5,2017-10-26,1615,Active,Green,0.3,Timeliness
2,2017-11-30,1616,Active,Red,0.1,Data architecture and IT infrastructure
4,2017-10-06,1617,Active,Green,0.1,Completeness
9,2017-11-19,1618,Active,Green,0.1,Clarity and usefulness
2,2017-11-15,1619,Active,Amber,0.1,Data architecture and IT infrastructure
9,2017-11-27,1620,Completed,Amber,0.1,Clarity and usefulness
8,2017-12-10,1621,Active,Green,0.9,Comprehensiveness
8,2017-11-03,1622,Active,Red,0.3,Comprehensiveness
9,2017-10-24,1623,Active,Red,0.9,Clarity and usefulness
2,2017-11-09,1624,Completed,Red,0.1,Data architecture and IT infrastructure
4,2017-11-16,1625,Completed,Red,2.7,Completeness
2,2017-10-25,1626,Active,Green,0.9,Data architecture and IT infrastructure
4,2017-12-13,1627,Active,Red,0.3,Completeness
9,2017-12-09,1628,Active,Amber,0.1,Clarity and usefulness
8,2017-11-23,1629,Active,Amber,0.1,Comprehensiveness
7,2017-12-08,1630,Active,Green,5,Accuracy
3,2018-01-08,1631,Active,Amber,0.3,Accuracy and integrity
7,2017-11-28,1632,Completed,Amber,0.5,Accuracy
2,2017-11-22,1633,Completed,Green,0.1,Data architecture and IT infrastructure
9,2017-11-02,1634,Completed,Red,0.1,Clarity and usefulness
1,2017-11-23,1635,Active,Amber,0.1,Governance
4,2017-11-20,1636,Active,Green,0.3,Completeness
7,2017-11-13,1637,Active,Green,0.1,Accuracy
5,2017-11-22,1638,Active,Green,0.5,Timeliness
9,2017-11-03,1639,Active,Green,0.9,Clarity and usefulness
9,2017-12-16,1640,Active,Green,0.3,Clarity and usefulness
9,2017-12-20,1641,Completed,Red,0.3,Clarity and usefulness
7,2017-11-18,1642,Active,Green,0.3,Accuracy
1,2017-11-05,1643,Active,Red,0.9,Governance
9,2017-12-21,1644,Active,Amber,2.7,Clarity and usefulness
3,2017-11-02,1645,Active,Amber,2.7,Accuracy and integrity
7,2017-11-06,1646,Active,Red,2.7,Accuracy
2,2017-12-04,1647,Active,Amber,5,Data architecture and IT infrastructure
9,2017-11-01,1648,Active,Amber,0.5,Clarity and usefulness
8,2017-12-03,1649,Active,Red,0.3,Comprehensiveness
2,2017-12-20,1650,Active,Green,2.7,Data architecture and IT infrastructure
9,2018-01-20,1651,Active,Amber,5,Clarity and usefulness
2,2018-01-06,1652,Active,Green,0.5,Data architecture and IT infrastructure
7,2017-10-14,1653,Active,Red,2.7,Accuracy
9,2017-11-14,1654,Completed,Amber,0.9,Clarity and usefulness
9,2017-11-12,1655,Completed,Green,0.3,Clarity and usefulness
7,2017-11-19,1656,Active,Green,0.3,Accuracy
5,2018-01-17,1657,Active,Red,2.7,Timeliness
2,2017-11-24,1658,Active,Green,0.3,Data architecture and IT infrastructure
2,2017-12-03,1659,Active,Green,5,Data architecture and IT infrastructure
4,2017-11-18,1660,Completed,Red,5,Completeness
10,2017-11-23,1661,Active,Red,0.3,Frequency
9,2017-12-04,1662,Active,Red,2.7,Clarity and usefulness
10,2018-02-28,1663,Active,Green,2.7,Frequency
2,2018-01-05,1664,Active,Green,2.7,Data architecture and IT infrastructure
7,2017-10-20,1665,Active,Red,0.3,Accuracy
8,2017-10-30,1666,Completed,Red,5,Comprehensiveness
2,2017-12-16,1667,Active,Green,0.5,Data architecture and IT infrastructure
6,2017-11-29,1668,Active,Green,0.5,Adaptability
9,2017-12-19,1669,Active,Amber,0.3,Clarity and usefulness
2,2018-01-01,1670,Active,Red,0.9,Data architecture and IT infrastructure
7,2017-10-08,1671,Active,Amber,5,Accuracy
2,2017-12-02,1672,Active,Red,0.5,Data architecture and IT infrastructure
9,2017-12-24,1673,Active,Green,0.1,Clarity and usefulness
2,2018-01-07,1674,Active,Green,0.9,Data architecture and IT infrastructure
9,2017-11-23,1675,Active,Amber,5,Clarity and usefulness
8,2017-12-03,1676,Active,Green,0.3,Comprehensiveness
9,2017-11-25,1677,Active,Amber,0.3,Clarity and usefulness
2,2017-12-08,1678,Active,Green,5,Data architecture and IT infrastructure
7,2017-11-10,1679,Active,Amber,0.5,Accuracy
2,2017-12-07,1680,Active,Green,5,Data architecture and IT infrastructure
4,2017-11-04,1681,Completed,Red,2.7,Completeness
9,2018-01-12,1682,Active,Amber,0.9,Clarity and usefulness
3,2018-01-02,1683,Active,Red,5,Accuracy and integrity
9,2017-11-13,1684,Completed,Green,5,Clarity and usefulness
9,2017-12-09,1685,Active,Amber,0.1,Clarity and usefulness
9,2017-12-02,1686,Active,Amber,0.3,Clarity and usefulness
9,2017-12-19,1687,Active,Red,5,Clarity and usefulness
7,2017-12-06,1688,Active,Green,0.3,Accuracy
8,2017-12-14,1689,Active,Green,2.7,Comprehensiveness
9,2017-12-09,1690,Active,Red,0.1,Clarity and usefulness
7,2018-01-06,1691,Active,Green,0.9,Accuracy
8,2017-11-22,1692,Active,Green,0.1,Comprehensiveness
2,2017-11-17,1693,Active,Amber,0.1,Data architecture and IT infrastructure
4,2018-01-04,1694,Active,Amber,2.7,Completeness
7,2017-11-01,1695,Active,Amber,0.3,Accuracy
7,2017-11-24,1696,Active,Red,0.3,Accuracy
7,2017-12-03,1697,Active,Red,0.1,Accuracy
7,2017-11-14,1698,Active,Amber,5,Accuracy
2,2017-12-05,1699,Active,Green,0.1,Data architecture and IT infrastructure
3,2017-11-01,1700,Active,Amber,0.9,Accuracy and integrity
1,2017-12-18,1701,Active,Green,2.7,Governance
2,2017-10-24,1702,Active,Red,2.7,Data architecture and IT infrastructure
8,2017-10-10,1703,Active,Amber,0.3,Comprehensiveness
5,2017-11-29,1704,Active,Amber,0.3,Timeliness
3,2017-11-12,1705,Active,Red,0.9,Accuracy and integrity
4,2017-11-08,1706,Active,Amber,2.7,Completeness
2,2017-10-25,1707,Active,Amber,0.5,Data architecture and IT infrastructure
8,2017-12-02,1708,Completed,Amber,5,Comprehensiveness
9,2018-01-22,1709,Active,Amber,0.5,Clarity and usefulness
5,2017-11-27,1710,Active,Red,0.1,Timeliness
3,2017-11-23,1711,Active,Amber,0.5,Accuracy and integrity
4,2017-12-13,1712,Active,Green,5,Completeness
2,2017-11-13,1713,Active,Red,0.9,Data architecture and IT infrastructure
8,2018-01-11,1714,Active,Green,0.1,Comprehensiveness
9,2017-11-12,1715,Completed,Red,0.3,Clarity and usefulness
5,2017-12-23,1716,Active,Amber,0.1,Timeliness
7,2017-11-17,1717,Active,Amber,0.1,Accuracy
3,2018-01-31,1718,Active,Amber,0.3,Accuracy and integrity
9,2017-12-15,1719,Active,Green,0.1,Clarity and usefulness
9,2017-12-07,1720,Active,Amber,0.1,Clarity and usefulness
2,2017-12-07,1721,Active,Red,2.7,Data architecture and IT infrastructure
8,2018-01-15,1722,Active,Green,0.1,Comprehensiveness
9,2017-11-03,1723,Active,Amber,2.7,Clarity and usefulness
3,2017-12-15,1724,Active,Green,2.7,Accuracy and integrity
2,2017-11-19,1725,Active,Red,5,Data architecture and IT infrastructure
9,2017-12-20,1726,Active,Red,2.7,Clarity and usefulness
4,2017-12-02,1727,Active,Red,0.1,Completeness
2,2018-01-10,1728,Active,Amber,5,Data architecture and IT infrastructure
4,2017-12-13,1729,Active,Red,2.7,Completeness
9,2017-11-09,1730,Active,Amber,5,Clarity and usefulness
9,2017-12-10,1731,Active,Green,0.5,Clarity and usefulness
8,2017-12-04,1732,Active,Green,0.1,Comprehensiveness
9,2018-01-18,1733,Active,Green,0.3,Clarity and usefulness
8,2018-01-13,1734,Active,Green,0.9,Comprehensiveness
2,2017-10-19,1735,Completed,Red,0.9,Data architecture and IT infrastructure
8,2017-12-25,1736,Active,Amber,0.1,Comprehensiveness
4,2017-10-19,1737,Active,Red,0.3,Completeness
2,2017-12-03,1738,Active,Amber,5,Data architecture and IT infrastructure
2,2017-12-24,1739,Active,Green,0.5,Data architecture and IT infrastructure
9,2017-12-01,1740,Active,Green,5,Clarity and usefulness
2,2017-10-16,1741,Active,Amber,5,Data architecture and IT infrastructure
7,2017-11-30,1742,Active,Amber,0.3,Accuracy
1,2017-11-24,1743,Active,Red,0.3,Governance
7,2018-01-03,1744,Active,Amber,2.7,Accuracy
1,2017-12-18,1745,Active,Red,0.5,Governance
2,2017-12-26,1746,Active,Red,5,Data architecture and IT infrastructure
9,2017-11-13,1747,Active,Red,5,Clarity and usefulness
9,2018-01-18,1748,Active,Green,5,Clarity and usefulness
9,2018-01-08,1749,Active,Green,0.3,Clarity and usefulness
3,2017-11-18,1750,Active,Green,0.9,Accuracy and integrity
2,2017-11-14,1751,Active,Green,0.3,Data architecture and IT infrastructure
9,2017-12-07,1752,Active,Red,0.5,Clarity and usefulness
2,2017-11-07,1753,Active,Amber,0.5,Data architecture and IT infrastructure
7,2017-12-01,1754,Completed,Red,0.3,Accuracy
5,2017-11-24,1755,Completed,Red,2.7,Timeliness
9,2018-01-05,1756,Active,Red,0.9,Clarity and usefulness
2,2017-11-23,1757,Active,Green,0.5,Data architecture and IT infrastructure
8,2017-12-08,1758,Active,Amber,5,Comprehensiveness
1,2017-11-29,1759,Active,Red,0.1,Governance
9,2017-10-19,1760,Active,Green,2.7,Clarity and usefulness
7,2017-10-13,1761,Active,Green,5,Accuracy
7,2018-01-11,1762,Active,Amber,0.9,Accuracy
9,2017-11-19,1763,Active,Amber,5,Clarity and usefulness
2,2017-11-04,1764,Active,Green,0.1,Data architecture and IT infrastructure
2,2017-11-16,1765,Active,Amber,0.5,Data architecture and IT infrastructure
9,2017-11-23,1766,Active,Green,0.5,Clarity and usefulness
8,2017-10-30,1767,Active,Amber,5,Comprehensiveness
10,2017-12-09,1768,Active,Amber,0.1,Frequency
7,2017-11-13,1769,Completed,Amber,5,Accuracy
3,2018-01-22,1770,Active,Red,0.1,Accuracy and integrity
7,2017-10-29,1771,Active,Green,0.9,Accuracy
2,2017-11-01,1772,Active,Amber,0.5,Data architecture and IT infrastructure
2,2018-01-06,1773,Active,Red,0.9,Data architecture and IT infrastructure
8,2017-11-09,1774,Active,Green,0.9,Comprehensiveness
9,2017-10-07,1775,Active,Green,2.7,Clarity and usefulness
1,2017-11-24,1776,Completed,Red,0.3,Governance
4,2017-11-21,1777,Active,Red,0.9,Completeness
9,2017-12-10,1778,Active,Green,0.5,Clarity and usefulness
10,2017-10-11,1779,Active,Green,5,Frequency
2,2017-11-18,1780,Active,Amber,0.3,Data architecture and IT infrastructure
3,2017-12-29,1781,Active,Amber,0.3,Accuracy and integrity
7,2017-12-23,1782,Active,Red,0.1,Accuracy
3,2017-11-17,1783,Active,Red,5,Accuracy and integrity
2,2018-01-18,1784,Active,Amber,0.9,Data architecture and IT infrastructure
3,2017-12-13,1785,Completed,Red,2.7,Accuracy and integrity
7,2017-11-07,1786,Active,Green,0.3,Accuracy
9,2017-11-02,1787,Active,Red,5,Clarity and usefulness
4,2018-01-07,1788,Active,Green,0.3,Completeness
9,2018-02-11,1789,Active,Red,5,Clarity and usefulness
8,2017-12-11,1790,Active,Green,0.5,Comprehensiveness
9,2017-12-16,1791,Active,Green,0.5,Clarity and usefulness
3,2017-12-21,1792,Active,Red,0.1,Accuracy and integrity
2,2018-01-09,1793,Active,Green,0.1,Data architecture and IT infrastructure
2,2017-10-04,1794,Active,Amber,0.1,Data architecture and IT infrastructure
3,2017-12-05,1795,Active,Green,0.1,Accuracy and integrity
9,2017-10-16,1796,Active,Red,0.1,Clarity and usefulness
2,2017-11-03,1797,Active,Green,0.1,Data architecture and IT infrastructure
9,2017-12-02,1798,Active,Red,2.7,Clarity and usefulness
9,2017-10-27,1799,Active,Red,0.1,Clarity and usefulness
2,2017-11-19,1800,Active,Amber,0.3,Data architecture and IT infrastructure
2,2017-11-19,1801,Active,Red,0.5,Data architecture and IT infrastructure
2,2017-12-15,1802,Active,Red,5,Data architecture and IT infrastructure
9,2017-11-15,1803,Active,Green,0.5,Clarity and usefulness
4,2017-12-18,1804,Active,Red,0.3,Completeness
2,2017-10-21,1805,Completed,Red,0.9,Data architecture and IT infrastructure
2,2017-12-27,1806,Active,Red,0.3,Data architecture and IT infrastructure
2,2018-01-14,1807,Completed,Red,0.1,Data architecture and IT infrastructure
9,2017-11-14,1808,Active,Amber,0.3,Clarity and usefulness
8,2018-01-26,1809,Active,Red,0.5,Comprehensiveness
2,2017-10-28,1810,Active,Red,0.9,Data architecture and IT infrastructure
4,2017-12-02,1811,Active,Green,5,Completeness
9,2017-10-31,1812,Active,Red,0.3,Clarity and usefulness
10,2017-11-18,1813,Active,Green,0.1,Frequency
8,2017-11-24,1814,Active,Amber,0.3,Comprehensiveness
10,2017-10-23,1815,Active,Green,0.9,Frequency
2,2017-11-29,1816,Active,Amber,5,Data architecture and IT infrastructure
6,2017-11-13,1817,Active,Red,0.3,Adaptability
9,2017-11-29,1818,Active,Green,0.3,Clarity and usefulness
7,2017-11-12,1819,Active,Amber,5,Accuracy
7,2018-01-15,1820,Active,Amber,5,Accuracy
2,2017-11-11,1821,Active,Amber,2.7,Data architecture and IT infrastructure
2,2017-12-23,1822,Active,Amber,2.7,Data architecture and IT infrastructure
9,2017-12-08,1823,Active,Amber,0.3,Clarity and usefulness
4,2017-11-26,1824,Active,Red,0.9,Completeness
9,2017-11-13,1825,Active,Green,0.3,Clarity and usefulness
2,2017-11-01,1826,Active,Amber,0.3,Data architecture and IT infrastructure
9,2017-11-07,1827,Active,Green,0.1,Clarity and usefulness
7,2017-10-17,1828,Active,Red,5,Accuracy
3,2017-12-19,1829,Active,Green,0.9,Accuracy and integrity
9,2017-12-01,1830,Active,Amber,0.1,Clarity and usefulness
9,2017-10-08,1831,Completed,Red,5,Clarity and usefulness
2,2017-11-23,1832,Active,Amber,5,Data architecture and IT infrastructure
2,2017-11-16,1833,Active,Red,0.3,Data architecture and IT infrastructure
7,2018-01-28,1834,Active,Amber,5,Accuracy
10,2017-12-28,1835,Active,Red,0.1,Frequency
6,2017-11-24,1836,Active,Amber,0.9,Adaptability
7,2018-01-24,1837,Active,Amber,0.1,Accuracy
3,2017-11-26,1838,Active,Amber,0.1,Accuracy and integrity
7,2017-12-05,1839,Active,Red,0.1,Accuracy
2,2017-12-26,1840,Active,Green,0.5,Data architecture and IT infrastructure
5,2017-11-08,1841,Active,Red,5,Timeliness
5,2017-12-29,1842,Active,Green,5,Timeliness
7,2017-12-08,1843,Active,Red,5,Accuracy
1,2017-12-08,1844,Active,Red,2.7,Governance
6,2017-12-18,1845,Active,Red,0.1,Adaptability
7,2017-10-23,1846,Active,Red,5,Accuracy
2,2017-12-13,1847,Active,Amber,5,Data architecture and IT infrastructure
9,2018-01-15,1848,Active,Green,5,Clarity and usefulness
2,2017-10-18,1849,Active,Green,0.3,Data architecture and IT infrastructure
2,2017-11-24,1850,Active,Amber,5,Data architecture and IT infrastructure
7,2018-01-01,1851,Active,Amber,0.3,Accuracy
